Location,Code,Object,Text,,,,,,,,,
11,b0g8,Банки + Фальшива уніформа,"Кольори вже не стануть кращими, ніж є.",,,,,,,,,
11,t0t0,Мітла,Мені не потрібна ще одна.,,,,,,,,,
11,c9v7,Відкрита вентиляція + Летючий телефон,"Так, хотів би я мати це зараз, але воно все ще висить перед вікном.",,,,,,,,,
11,b0i0,Оглянути Банки,Переважно фарба.,,,,,,,,,
11,x1i0,Оглянути Стелаж,Нічого особливого.,,,,,,,,,
11,b0t5,Банки + Мітла,"Це мітла, а не пензлик.",,,,,,,,,
11,d0t4,Відкрита вентиляція + Летючий телефон,"[Якщо B6: Читайте d1r1. Інакше:] Чудова ідея, але якщо Муху спіймають з контрабандою, все може піти шкереберть.",,,,,,,,,
11,x1t5,Стелаж + Мітла,Досить чисто... здається.,,,,,,,,,
11,b7p5,Оглянути Вентиляцію,Вона дуже високо.,,,,,,,,,
11,b7t1,Вентиляція + Мітла,"[Якщо H5: Читайте b7t4. Інакше:] Може, мені варто трохи уважніше вивчити креслення в'язниці.",,,,,,,,,
11,b7t4,Вентиляція + Мітла,"шахта, що веде прямо до камери Мухи. [Викресліть K3. Приберіть картку №20. Покладіть картку №51.]",,,,,,,,,
11,b7t8,Вентиляція + Летючий телефон,"Гарна ідея, але вона зачинена.",,,,,,,,,
11,b9d3,Вентиляція + Викрутка,"Гадаю, її треба лише трохи підштовхнути, і вона відчиниться.",,,,,,,,,
11,c9p5,Оглянути Відкриту вентиляцію,Я бачу трохи...,,,,,,,,,
11,e4j9,Банки + Викрутка,"[Ви відкриваєте одну з банок.] Ага, фарба.",,,,,,,,,
11,j5z9,Книжки,"«Еволюція розміру паперу, книги 1–3» — захопливе чтиво, я впевнений.",,,,,,,,,
11,d1r1,Відкрита вентиляція + Летючий телефон,[Ви відпускаєте кульку у вентиляцію. Муха тягне за мотузку. Вниз падає ключ-картка! Перейдіть до сцени G.],,,,,,,,,
11,z9z3,,"Гей, ти що робиш? Ніхто не казав тобі читати цей код! [Візьміть картку №39.]",,,,,,,,,
12,b0b3,,"Гей, ти що робиш? Ніхто не казав тобі читати цей код! [Візьміть картку №39.]",,,,,,,,,
12,g1r7,Вишибала + Вішак,"Е-е, ні, я навіть не намагатимусь це зробити.",,,,,,,,,
12,g1r9,Вишибала + Цегла,тобі потрібне моє посвідчення? Ідентифікуй ЦЕ! [Вдарити цеглою по голові вишибали. Він чухає носа.],,,,,,,,,
12,h9x4,Вентиль + Свинцева труба,"[Рррррг-пфф] Вода знову пішла. [Викресліть G9. Якщо H1: Читайте i3m9. Інакше: Гаразд, що тепер?]",,,,,,,,,
12,i3m9,,[Перейдіть до локації 15 та читайте j5p0 там.],,,,,,,,,
12,j7i0,Оглянути Вентиль,"Це вентиль, що вентилює собі в ночі.",,,,,,,,,
12,k0g4,Оглянути Вентиль,Хм. Ця штука застрягла.,,,,,,,,,
12,k1g2,Оглянути Вентиль,"Думаю, з цим я закінчив.",,,,,,,,,
12,m5e7,Неонова вивіска,"Це «Блакитна Мамба», найгарячіший джаз-клуб у місті.",,,,,,,,,
12,t1z7,Гавань,"Я чув, що ілюмінатори роблять круглими, щоб хвилі не били «прямим кутом» в обличчя.",,,,,,,,,
12,z0g2,Вишибала + Мобільний телефон,У мене немає його номера.,,,,,,,,,
12,z0g6,Вишибала + Монета,[Викресліть F4. Перейдіть до сцени J.],,,,,,,,,
12,z0g8,Вишибала + Фальшива уніформа,"Не думаю, що це його обдурить.",,,,,,,,,
12,z0i0,Поговорити з Вишибалою,[Перейдіть до сцени J.],,,,,,,,,
12,z0m7,Вишибала + Одяг,Він не безхатченко.,,,,,,,,,
12,z0r3,Графіті,"Ай, карамба, справді!",,,,,,,,,
12,z0t0,Вишибала + Зубна нитка,"Е-е, не думаю, що це був би найрозумніший хід.",,,,,,,,,
12,z0v2,Вишибала + Коктейль,Я це назад не віддам!,,,,,,,,,
12,z0z3,Вишибала + Марка,[Викресліть E9. Перейдіть до сцени J.],,,,,,,,,
12,z6d4,Місяць + Монета,"Якщо піднести монету до Місяця, вони дуже схожі. Можливо, мені треба випити пігулки.",,,,,,,,,
12,z6p5,Оглянути Місяць,Раптом настала ніч. Дизайнер — повний бовдур.,,,,,,,,,
12,z9z3,,"Гей, ти що робиш? Ніхто не казав тобі читати цей код! [Візьміть картку №39.]",,,,,,,,,
12,b2h7,Місяць + Креслення,"Якби в'язниця була на Місяці, це могло б допомогти.",,,,,,,,,
12,b2j6,Місяць + Магніт,"Цікаво, чи мій магніт достатньо сильний, щоб притягнути Місяць...",,,,,,,,,
12,b2j8,Місяць + Цегла,"[Місяць врізається в Канталуп, вбиваючи всіх. Візьміть картку №28. Увімкнути режим зомбі.]",,,,,,,,,
12,b2x8,Місяць + Презервативи,"Ти ж насправді ніколи не користувався презервативом, еге ж?",,,,,,,,,
12,g1c1,Вишибала + Коробка пластівців,[Викресліть G3. Перейдіть до сцени J.],,,,,,,,,
12,g1e3,Вишибала + Іграшковий значок,"Не думаю, що це його обдурить.",,,,,,,,,
12,g1p0,,"Все пройшло добре. Здається, у мене є перша половина команди.",,,,,,,,,
12,g1p4,Вишибала + Чайні пакетики,"[Вишибала схрещує руки й хитає головою.] Хм, мабуть, ні.",,,,,,,,,
13,b0b3,,"Гей, ти що робиш? Ніхто не казав тобі читати цей код! [Візьміть картку №39.]",,,,,,,,,
13,b6h8,Іржавий ключ + Магніт,Ключ занадто далеко.,,,,,,,,,
13,b6r7,Іржавий ключ + Вішак,Не перед барменом.,,,,,,,,,
13,b6r9,Іржавий ключ + Цегла,Киданням предметів у ключ справі не зарадиш.,,,,,,,,,
13,b6v5,Іржавий ключ + Пляшка,Кидання предметів не допоможе.,,,,,,,,,
13,c7j6,Бармен + Цегла,"Е-е, ні. Не думаю, що в мене є шанси.",,,,,,,,,
13,c7k0,Бармен + Пляшка,[Викресліть H7. Перейдіть до сцени A.],,,,,,,,,
13,c7x8,Бармен + Презервативи,"Не думаю, що я в його смаку.",,,,,,,,,
13,c7x9,Бармен + Чайні пакетики,[Викресліть H8. Перейдіть до сцени A.],,,,,,,,,
13,d5j6,Музичний автомат + Цегла,Тут і так уже все зламано.,,,,,,,,,
13,d5j8,Музичний автомат + Магніт,Це ніколи не спрацює.,,,,,,,,,
13,d5k0,Музичний автомат + Пляшка,[Якщо D9: Читайте d6t9. Інакше:] Пляшка порожня.,,,,,,,,,
13,d6t9,Музичний автомат + Пляшка,"Так, гарна ідея, але він навіть не ввімкнений.",,,,,,,,,
13,e3h3,Іржавий ключ + Іржавий ключ,"Здається, у мене напад дежавю... [Режим Матриці.]",,,,,,,,,
13,e3i0,Оглянути Іржавий ключ,Не дістати.,,,,,,,,,
13,e3t0,Іржавий ключ + Зубна нитка,Заарканити ключ? Це ніколи не спрацює.,,,,,,,,,
13,h9d5,Оглянути Пляшку,Порожня пластикова пляшка. [Викресліть C8. Візьміть картку №07.],,,,,,,,,
13,k1d4,Музичний автомат + Монета,"[Поверніть картку №06. Якщо E8: Читайте k1m9. Якщо E3: Читайте k1k7. Інакше: Здається, автомат навіть не ввімкнений.]",,,,,,,,,
13,k1k7,Музичний автомат + Монета,"Я щойно витратив монету на автомат, який навіть не працює? [Викресліть E8.]",,,,,,,,,
13,k1m9,Музичний автомат + Монета,[Перейдіть до локації 19 та читайте v9z9 там.],,,,,,,,,
13,k1p5,Оглянути Музичний автомат,грає 37 реміксів на «Бугі-Вугі Екстраваганцу».,,,,,,,,,
13,r8i0,Поговорити з Алісою,[Якщо B1: Читайте r8k6. Інакше:] Спершу мені треба стягнути її з тієї сцени.,,,,,,,,,
13,r8k6,Поговорити з Алісою,"Не хочу, щоб весь гурт витріщався на нас, поки я з нею розмовляю.",,,,,,,,,
13,r8v2,Аліса + Коктейль,"Не думаю, що їй дозволено пити на роботі.",,,,,,,,,
13,v8b4,Бармен + Мобільний телефон,У мене немає його номера.,,,,,,,,,
13,v8d4,Бармен + Монета,[Викресліть H6. Перейдіть до сцени A.],,,,,,,,,
13,v8p5,Поговорити з Барменом,[Перейдіть до сцени A.],,,,,,,,,
13,v8r3,Бармен + Коктейль,[Викресліть H9. Перейдіть до сцени A.],,,,,,,,,
13,x0t2,Аліса + Презервативи,[Візьміть картку №33.],,,,,,,,,
13,x2m7,Аліса + Пляшка,Це безнадійно. Її наглядач не зводить з мене очей.,,,,,,,,,
13,z9v7,Сьогоднішня газета,"Ось марка, яку я віддав вишибалі! ВОНА КОШТУЄ СКІЛЬКИ?!",,,,,,,,,
13,z9z3,,"Гей, ти що робиш? Ніхто не казав тобі читати цей код! [Візьміть картку №39.]",,,,,,,,,
13,x0v5,Аліса + Пляшка,[Якщо D9: Читайте x2m7. Інакше:] Навіщо їй порожня пляшка?,,,,,,,,,
14,b0b3,,"Гей, ти що робиш? Ніхто не казав тобі читати цей код! [Візьміть картку №39.]",,,,,,,,,
14,i8i0,Оглянути Двері туалету,"[Якщо B1: Читайте v0b0. Якщо C4: Читайте i9i5. Якщо E4: Читайте t8p9. Інакше:] Замкнено, звісно ж.",,,,,,,,,
14,g3j6,Двері бару + Цегла,Бармен прямо за цими дверима.,,,,,,,,,
14,g3j8,Двері бару + Магніт,[Ви маневруєте ключем крізь вікно.] Так! Є. [Викресліть F7. Візьміть картку №10.],,,,,,,,,
14,h8x3,Мітла,"Фу, вона кишить личинками.",,,,,,,,,
14,t8p9,Увійти до туалету,[Перейдіть до локації 15.],,,,,,,,,
14,i9i5,Увійти до туалету,"Ні, моя робота тут закінчена.",,,,,,,,,
14,v0b0,,"(хлюп, хлюп)... «Фу, гидота!» Треба поспішати та стягнути Алісу зі сцени.",,,,,,,,,
14,z7b3,Двері бару + Фальшива уніформа,Я міг би вдати з себе копа.,,,,,,,,,
14,z7b5,Двері бару + Іржавий ключ,"Не ті двері, генію.",,,,,,,,,
14,j9r9,Двері туалету + Цегла,Я надаю перевагу вирішенню проблем мізками.,,,,,,,,,
14,p2h8,Коробки + Магніт,Тут немає магнітних об'єктів.,,,,,,,,,
14,p8i0,Оглянути Коробки,Я волію мислити «поза коробкою» (нестандартно).,,,,,,,,,
14,t8h3,Двері туалету + Іржавий ключ,"Ага, підходить. [Викресліть E4. Приберіть картку №10.] Фу, що це за сморід? [Перейдіть до локації 15.]",,,,,,,,,
14,z7p5,Оглянути Двері бару,[Якщо B1: Читайте z7v2. Інакше:] «Тільки для персоналу».,,,,,,,,,
14,z7v2,Увійти в Бар,"Звісно, тепер, коли бармена немає. [Перейдіть до локації 13.]",,,,,,,,,
14,z9z3,,"Гей, ти що робиш? Ніхто не казав тобі читати цей код! [Візьміть картку №39.]",,,,,,,,,
15,b0b3,,"Гей, ти що робиш? Ніхто не казав тобі читати цей код! [Візьміть картку №39.]",,,,,,,,,
15,j7t9,,[Вибух в унітазі. Патока витікає назовні. Викресліть C4. Ця локація тепер заблокована. Перейдіть до локації 13.],,,,,,,,,
15,b7v9,Знак,Хіба він не повинен бути над унітазом?,,,,,,,,,
15,m9z6,,просто... засунь руку в... теплу розмоклу вівсянку. [Викресліть H1. Якщо G9: Читайте j5p0. Інакше: Читайте p0b8.],,,,,,,,,
15,d2j6,Автомат + Цегла,Думай! Є менш жорстокий спосіб отримати ці презервативи.,,,,,,,,,
15,e2d4,Автомат + Монета,"[Приберіть картку №06. Викресліть C9. Візьміть картку №11.] Гей, дивись, мені випала подвійна пачка!",,,,,,,,,
15,k8g6,Смітник + Монета,[Поверніть картку №06. Якщо E8: Читайте k8h6. Якщо E3: Читайте k8h5. Інакше: Я не збираюся діставати її звідти. Викресліть E3.],,,,,,,,,
15,k8h6,Смітник + Монета,[Викресліть E8.],,,,,,,,,
15,e2p5,Оглянути Автомат,"Судячи з напису, вони зі смаком тютюну.",,,,,,,,,
15,g2x0,Свинцева труба,"Ага, ти йдеш зі мною. [Візьміть картку №24.]",,,,,,,,,
15,j5p0,,"Спрацювало! Я чую, як вода заповнює труби. [Читайте j6e2.]",,,,,,,,,
15,j6e2,,"Гаразд, 3, 2, 1... пішла! [Читайте j7t9.]",,,,,,,,,
15,k8h5,Смітник + Монета,"Бувай, монетко! Я в цьому ритися не буду.",,,,,,,,,
15,k8i0,Оглянути Смітник,"Фу, ні, дякую.",,,,,,,,,
15,m9k0,Унітаз + Пляшка,"Фу, нізащо, мені не треба зачерпувати те, що там є.",,,,,,,,,
15,m9x8,Унітаз + Презервативи,Доведеться залізти туди як слід... Зосередься на меті. [Читайте m9z6.],,,,,,,,,
15,z3t2,Оглянути Унітаз,Хтось намагався змити старий банан.,,,,,,,,,
15,z5m1,Графіті,«Що О сказала літері Q?» Дивно.,,,,,,,,,
15,z9z3,,"Гей, ти що робиш? Ніхто не казав тобі читати цей код! [Візьміть картку №39.]",,,,,,,,,
15,p0b8,,"[Ви змиваєте. Нічого не відбувається.] Дідько, у цій дірі нічого не працює.",,,,,,,,,
15,p0p5,Оглянути Раковину,[Огляд рукомийника.],,,,,,,,,
16,b0b3,,"Гей, що ти робиш? Тобі ніхто не казав читати цей код! [Візьміть картку №39.]",,,,,,,,,
16,g9x8,Плакат + Презервативи,"На коробці написано ""Соло-досвід"". [Візьміть картку №52.]",,,,,,,,,
16,m2g1,Розбиті лампочки,"Я бачу. Себто, розумію. Прикро.",,,,,,,,,
16,m7c2,Щиток + Зубна нитка,У мене якесь дежавю. Що зі мною не так?,,,,,,,,,
16,m7p5,Оглянути щиток,"Покінчимо з цим раз і назавжди. [Ви клацаєте вимикачем і опиняєтеся в повній темряві. Приберіть накладку в цій локації (картка №57) з гри. Мелодія Аліси, що лунає з колонок нагорі, обривається на півслові. Збиваючи пальці на сходах, ви навпомацки пробираєтеся крізь темряву і залишаєте джаз-клуб. Там ви знаходите Алісу, яка палить цигарку. Перейдіть до сцени E.]",,,,,,,,,
16,p3g8,Пральна машина + Фальшива форма,"Не думаю, що це потрібно. Вона чиста.",,,,,,,,,
16,p3i0,Оглянути пральну машину,Ця забита пляшками. Обожнюю це місце.,,,,,,,,,
16,t1m6,Пральна машина + Передавач,"Не думаю, що його треба прати.",,,,,,,,,
16,t1r9,Пральна машина + Цегла,"Нізащо! Ти хоч бачив, що цегла робить із пральною машиною? Ні, дякую!",,,,,,,,,
16,i1t2,Пральна машина + Презервативи,Досить з мене засмічень на сьогодні.,,,,,,,,,
16,t1v5,Пральна машина + Пляшка,"Ні, генію, це була не підказка.",,,,,,,,,
16,i5c2,Темний куток + Зубна нитка,"Я навіть не бачу, що роблю. Занадто темно.",,,,,,,,,
16,b3j6,Балони з гелієм + Цегла,"Не хочу їх розбити. Хтозна, що станеться?",,,,,,,,,
16,b3j8,Балони з гелієм + Магніт,"Ага, вони магнітні. Задоволений?",,,,,,,,,
16,b3x8,Балони з гелієм + Презервативи,"Може, ти й правий. Трохи Гелію з собою нікому не завадить, еге ж? (писклявим голосом) [Видаліть картку №11 з гри. Викресліть A5. Візьміть картку №13.]",,,,,,,,,
16,t5p5,Оглянути темний куток,"Там надто темно, я нічого не бачу.",,,,,,,,,
16,t5t7,Темний куток + Сірники,"[Якщо K2: Читати t7h8. Якщо K9: Читати t5x3. Якщо F2: Читати t5v2. Інакше:] Не вийде, сірники все ще у в'язниці.",,,,,,,,,
16,t5v2,Темний куток + Сірники,"Ех, якби ж у мене були сірники, але я викинув їх у вікно і так і не забрав.",,,,,,,,,
16,d0p5,Оглянути балони,"На балонах написано ""Гелій"".",,,,,,,,,
16,d0t7,Балони з гелієм + Сірники,"Гей, точно, влаштуймо тут гігантську пожежу! Треба підійти ближче, щоб нічого не пропустити. [Ви звалюєте купу легкозаймистих речей біля балонів.] Подивимось, що буде, якщо я запалю сірник... [Дякуємо, що грали в Cantaloop. Сподіваємося, ви чудово провели час і порекомендуєте нас усім друзям. Ми хочемо подякувати Рону Ґілберту, Оптімусу Прайму з других ""Трансформерів"" і Боно. Ця книга самознищиться через 30 секунд.]",,,,,,,,,
16,x2p5,Оглянути плакат,Чому мене це не дивує?,,,,,,,,,
16,g9h7,Плакат + Креслення,"Це не ""Втеча з Шоушенка""! Тут немає діри! (Нашим юристам знадобилося чимало часу, щоб узгодити це формулювання).",,,,,,,,,
16,g9j8,Плакат + Магніт,Тебе тягне до плаката. Хоча це магнетизм іншого роду.,,,,,,,,,
16,z9z3,,"Гей, що ти робиш? Тобі ніхто не казав читати цей код! [Візьміть картку №39.]",,,,,,,,,
16,i5x3,Темний куток + Сірники,Сірники надто мокрі. Так нічого не вийде.,,,,,,,,,
16,t7h8,Темний куток + Сірники,"Гаразд, подивимось, що тут ховається. У мене залишилося лише три сірники, сподіваюся, вистачить. [Перший сірник ламається навпіл.] Дідько. Може, цей? [Другий спалахує і майже одразу гасне.] Чорт. Сподіваюся, останній спрацює. [Видаліть картку №26 з гри. Покладіть картку №37 у цю локацію. Викресліть J6.] Ось так. Зробимо це.",,,,,,,,,
17,b0b3,,"Гей, що ти робиш? Тобі ніхто не казав читати цей код! [Візьміть картку №39.]",,,,,,,,,
17,e9g4,Оглянути пса,Виглядає дружелюбно. Але життя я б на це не поставив.,,,,,,,,,
17,f2h8,Пес + Магніт,"Не думаю, що його приваблює мій магніт.",,,,,,,,,
17,f2i0,Оглянути пса,Цей пес величезний! Я нізащо не пройду повз нього.,,,,,,,,,
17,f2j8,Пес + Цегла,"Я злодій, а не живодер.",,,,,,,,,
17,f2k7,Пес + Свинцева труба,Я не битимуся з цим звіром.,,,,,,,,,
17,f2m7,Пес + Одяг,"Не думаю, що йому цікаве моє відчуття стилю.",,,,,,,,,
17,f2s0,Пес + Зубна нитка,Я не буду чистити йому зуби ниткою.,,,,,,,,,
17,h0b0,Двері,[Якщо J3: Читати h0b2. Інакше:] Замкнено.,,,,,,,,,
17,h0b2,Увійти в будинок священника,[Перейдіть до локації 18.],,,,,,,,,
17,i8p5,Оглянути статуї,"Виглядають так, ніби бачили кращі часи.",,,,,,,,,
17,j1i0,Оглянути будку,Виглядає як дуже зручна будка. Для ведмедя.,,,,,,,,,
17,j1m4,Будка + Сірники,Я не збираюся підпалювати його хату.,,,,,,,,,
17,k1i0,Оглянути могилу,Тут спочиває... бла-бла-бла.,,,,,,,,,
17,m2b3,Будинок священника,Виглядає затишно. Якщо ігнорувати гігантського пса та цвинтар.,,,,,,,,,
17,z9z3,,"Гей, що ти робиш? Тобі ніхто не казав читати цей код! [Візьміть картку №39.]",,,,,,,,,
18,d1h3,Вимикач + Зубна нитка,"[Ви клацаєте вимикачем і прив'язуєте його зубною ниткою. На вулиці вмикається світло. Ви закриваєте щиток. Приберіть накладку в цій локації (картка №35) з гри. Викресліть C2.] Гаразд, валімо звідси, поки це не стало проблемою. [Знайдіть спосіб покинути квартиру.]",,,,,,,,,
18,d1p5,Оглянути вимикач,"Вимикач автоматично відскакує назад. Дідько, і що тепер?",,,,,,,,,
18,d4b7,Косметика,"""Eau de Toilette"", ""Fleur du Male""... Тут ще є номер гарячої лінії, і... гей, а це що? [Викресліть A8. Візьміть картку №02.]",,,,,,,,,
18,g0r9,Дзеркало + Цегла,"Та жіночка не випустить мене, якщо я розіб'ю її дзеркало!",,,,,,,,,
18,g2h8,Щиток + Магніт,"Мені не потрібен магніт, щоб відкрити щиток.",,,,,,,,,
18,g2r9,Щиток + Цегла,"Я маю його полагодити, а не зламати.",,,,,,,,,
18,j2j6,Вимикач + Цегла,Цегла не втримає цей перемикач.,,,,,,,,,
18,j2j8,Вимикач + Магніт,Тому що наука!?,,,,,,,,,
18,b8z9,Гумова качка + Вішак,"Теж непогана ідея, але вона надто слизька... і все ще мокра, тож не думаю, що це врятує мене від удару струмом.",,,,,,,,,
18,j2z9,Вимикач + Вішак,"Гарна ідея, але боюсь, що мене вдарить струмом, якщо я спробую.",,,,,,,,,
18,x5i0,Оглянути щиток,"Так близько до душу?! Хіба це не порушення техніки безпеки? Фух... Ну, якщо це єдиний вихід, подивимося, що я можу зробити. [Викресліть J7. Покладіть картку №35 у цю локацію.]",,,,,,,,,
18,b9z6,Двері,"[Якщо C2: Читати c0b9. Якщо C3: Читати c0b1. Інакше:] Я не піду, поки не знайду передавач і не вирішу проблему дами з електрикою.",,,,,,,,,
18,x5k1,Одяг,"Цікаво, чи помітить вона, якщо вони зникнуть. З іншого боку, куди вона поскаржиться? У ""Хлюп та Плюх""? Домовилися. Я їх забираю. [Викресліть A6. Візьміть картку №04.]",,,,,,,,,
18,c0b1,Двері,[Перейдіть до сцени F.],,,,,,,,,
18,c0b9,Двері,"[Якщо A6: Читати c0c3. Інакше:] Мабуть, варто роздивитися краще; іншого шансу в мене не буде.",,,,,,,,,
18,z1i0,Двері,[Викресліть K6. Перейдіть до сцени F.],,,,,,,,,
18,c0c3,Вимикач + Мобільний телефон,"Ззаду є номер. Подивимось... [Служба підтримки відповідає, і ви пояснюєте ситуацію.] ... Бракована модель, кажете? І нічого не можна зробити? ... Зрозуміло, що ж, дякую. [Ви кладете слухавку] Дідько. Доведеться якось це полагодити, хоча б тимчасово.",,,,,,,,,
18,d1b4,Оглянути качку,"Як називають качку, що краде? ... Качка-злодюжка. Дякую, дякую, я тут виступаю весь вечір.",,,,,,,,,
18,z4p5,Оглянути дзеркало,"Гей, тут є невелике заглиблення... Ану глянемо. [Ви натискаєте, і дзеркало відчиняється, відкриваючи схованку. Викресліть C3. Візьміть картку №03.] Ось він. А тепер подивімось, як звідси вибратися.",,,,,,,,,
18,d1c2,Вимикач + Зубна нитка,"[Якщо C3: Читати d1h3. Інакше:] Гарна ідея, але не раніше, ніж я знайду той передавач.",,,,,,,,,
18,z9z3,,"Гей, що ти робиш? Тобі ніхто не казав читати цей код! [Візьміть картку №39.]",,,,,,,,,
19,b0b3,,"Гей, що ти робиш? Тобі ніхто не казав читати цей код! [Візьміть картку №39.]",,,,,,,,,"Эй, ты что творишь? Никто не говорил тебе читать этот код! [Возьмите карту №39.]"
19,e0c1,Табличка,"Згідно з табличкою, до вершини 194 сходинки.",,,,,,,,Табличка,"Судя по табличке, до вершины 194 ступеньки."
19,m6j8,Свята вода + Магніт,Випадковий факт: биття головою об стіну спалює 150 калорій.,,,,,,,,Святая вода + Магнит,Случайный факт: удары головой об стену сжигают 150 калорий.
19,m6v5,Свята вода + Пляшка,[Викресліть D9.],,,,,,,,Святая вода + Бутылка,[Вычеркните D9.]
19,m6b6,Свята вода + Одяг,[Якщо D5: Читати m6d2. Якщо H4: Читати m6c4. Якщо H3: Читати m6b8. Інакше:] Він і так чистий.,,,,,,,,Святая вода + Одежда,[Если D5: Читать m6d2. Если H4: Читать m6c4. Если H3: Читать m6b8. Иначе:] Она и так чистая.
19,m6b8,Свята вода + Одяг,Я пофарбую сорочку. [Викресліть D4.] Тепер вона світло-жовта.,,,,,,,,Святая вода + Одежда,Я покрашу рубашку. [Вычеркните D4.] Теперь она светло-желтая.
19,m6c4,Свята вода + Одяг,"Жовтий чай і синя квітка зробили святу воду зеленою. Може, занурити туди штани? [Викресліть D5.] Чудово! Тепер вони темно-зелені. [Якщо D6: Читати m6c6. Інакше:] Тепер бракує лише однієї маленької деталі.",,,,,,,,Святая вода + Одежда,"Желтый чай и синий цветок сделали святую воду зеленой. Может, окунуть туда штаны? [Вычеркните D5.] Отлично! Теперь они темно-зеленые. [Если D6: Читать m6c6. Иначе:] Теперь не хватает только одной маленькой детали."
19,m6c6,,"Думаю, краще вже не буде. [Видаліть картку №04 з гри. Візьміть картку №22.]",,,,,,,,,"Думаю, лучше уже не будет. [Удалите карту №04 из игры. Возьмите карту №22.]"
19,m6d2,Свята вода + Одяг,"Думаю, цей одяг тепер має правильний колір.",,,,,,,,Святая вода + Одежда,"Думаю, эта одежда теперь правильного цвета."
19,m6d4,Свята вода + Монета,"Якби я міг загадати будь-яке бажання, я б побажав, щоб ти припинив робити дурниці.",,,,,,,,Святая вода + Монета,"Если бы я мог загадать любое желание, я бы пожелал, чтобы ты перестал делать глупости."
19,m6m9,Оглянути святу воду,Свята вода пофарбована в зелений колір.,,,,,,,,Осмотреть святую воду,Святая вода окрашена в зеленый цвет.
19,m6p5,Оглянути святу воду,[Якщо H4: Читати m6m9. Якщо H3: Читати m6r1. Інакше:] Щойно набрана.,,,,,,,,Осмотреть святую воду,[Если H4: Читать m6m9. Если H3: Читать m6r1. Иначе:] Свеженабранная.
19,m6r1,Оглянути святу воду,Свята вода пофарбована в жовтий колір.,,,,,,,,Осмотреть святую воду,Святая вода окрашена в желтый цвет.
19,m6r3,Свята вода + Коктейль,[Якщо D4: Читати m6v2. Якщо H3: Читати m6t0. Інакше:] Я не хочу фарбувати воду в синій колір.,,,,,,,,Святая вода + Коктейль,[Если D4: Читать m6v2. Если H3: Читать m6t0. Иначе:] Я не хочу красить воду в синий цвет.
19,m6t0,Свята вода + Коктейль,Навіщо мені це робити?,,,,,,,,Святая вода + Коктейль,Зачем мне это делать?
19,m6v2,Свята вода + Коктейль,"Хм, сумніваюся, що коктейлю вистачить, але ця квітка має насичений колір... Може, я зможу використати це на свою користь. Кину її туди. [Викресліть H4.] Ось, синій змішується з жовтим чаєм.",,,,,,,,Святая вода + Коктейль,"Хм, сомневаюсь, что коктейля хватит, но у этого цветка насыщенный цвет... Может, я смогу использовать это в своих интересах. Брошу его туда. [Вычеркните H4.] Вот, синий смешивается с желтым чаем."
19,v9z9,,"Не чини дурниць лише заради того, щоб випробувати межі настільної гри. [Візьміть картку №29.]",,,,,,,,,"Не твори глупостей лишь ради того, чтобы испытать границы настольной игры. [Возьмите карту №29.]"
19,x4z2,Скринька для пожертв,"[Якщо E8: Читати x5p9. Якщо E3: Читати x5b3. Інакше:] Тут можна купити свічки. Не думаю, що хтось помітить зникнення однієї монети. [Викресліть F5. Візьміть картку №06.]",,,,,,,,Ящик для пожертвований,"[Если E8: Читать x5p9. Если E3: Читать x5b3. Иначе:] Тут можно купить свечи. Не думаю, что кто-то заметит пропажу одной монеты. [Вычеркните F5. Возьмите карту №06.]"
19,x5b3,Скринька для пожертв,"Звісно, візьмімо ще одну монету. Хоча варто було б знайти краще місце, щоб її витратити. [Візьміть картку №06.]",,,,,,,,Ящик для пожертвований,"Конечно, возьмем еще одну монету. Хотя стоило бы найти лучшее место, чтобы ее потратить. [Возьмите карту №06.]"
19,x5p9,Скринька для пожертв,"Гаразд, досить гратися. Мені справді треба знайти їм гарне застосування. [Візьміть картку №06.]",,,,,,,,Ящик для пожертвований,"Ладно, хватит баловаться. Мне действительно нужно найти им хорошее применение. [Возьмите карту №06.]"
19,z9z3,,"Гей, що ти робиш? Тобі ніхто не казав читати цей код! [Візьміть картку №39.]",,,,,,,,,"Эй, ты что творишь? Никто не говорил тебе читать этот код! [Возьмите карту №39.]"
20,b0b3,,"Гей, що ти робиш? Тобі ніхто не казав читати цей код! [Візьміть картку №39.]",,,,,,,,,"Эй, ты что творишь? Никто не говорил тебе читать этот код! [Возьмите карту №39.]"
20,i0t8,Вид + Летючий телефон,Вітер тут надто сильний. Він може приземлитися дідько знає де.,,,,,,,,Вид + Летающий телефон,Ветер здесь слишком сильный. Он может приземлиться черт знает где.
20,k1v6,Магніт,"Хм, так, це може бути корисним. Не знаю точно для чого, але ніколи не знаєш напевно. [Викресліть C6. Візьміть картку №15.]",,,,,,,,Магнит,"Хм, да, это может быть полезно. Не знаю точно для чего, но никогда не знаешь наверняка. [Вычеркните C6. Возьмите карту №15.]"
20,k6e5,Вид + Передавач,"Він доволі міцний, тож може навіть пережити падіння, але що, як хтось його знайде? Не думаю, що у Мухи завалявся ще один.",,,,,,,,Вид + Передатчик,"Он довольно прочный, так что может даже пережить падение, но что, если кто-то его найдет? Не думаю, что у Мухи завалялся еще один."
