Location,Code,Object,Text
15,g2x0,Lead Pipe,"Yup, you're coming with me. [Take card #24.]"
15,j5p0,,It worked! I can hear the water flooding the pipes. [Read j6e2.]
15,j6e2,,"Alright, 3, 2, 1... go! [Read j7t9.]"
15,k8h5,Trash Can + Coin,"Bye, bye, coin! I ain't searching through that."
15,k8i0,Inspect Trash Can,"Ugh, no, thanks."
15,m9k0,Toilet + Bottle,"Ugh, no way, I don't need to scoop up whatever that is."
15,m9x8,Toilet + Condoms,I'll have to get in there pretty good... Keep your eyes on the prize. [Read m9z6.]
15,z3t2,Inspect Toilet,someone tried to flush down an old banana.
15,z5m1,Graffiti,"""What did O say to Q?"" Weird."
15,z9z3,,"Hey, what are you doing? Nobody told you to read this code! [Take card #39.]"
15,p0b8,,"[You flush. Nothing happens.] Damn it, nothing works in this shit hole."
15,p0p5,Inspect Sink,[Огляд рукомийника.]
16,b0b3,,"Hey, what are you doing? Nobody told you to read this code! [Take card #39.]"
16,g9x8,Poster + Condoms,"""Solo Experience"" on the box. [Take card #52.]"
16,m2g1,Broken Lights,I see. That's unfortunate.
16,m7c2,Fuse Box + Dental Floss,Déjà vu moment here.
16,m7p5,Inspect Fuse Box,[You flip the switch. Darkness. Alice's melody cuts off. Go to scene E.]
16,p3g8,Washing Machine + Fake Uniform,Don't think this is necessary.
16,p3i0,Inspect Washing Machine,This one is filled with bottles.
16,t1m6,Washing Machine + Transmitter,I don't think it needs cleaning.
16,t1r9,Washing Machine + Brick,No way! Have you ever seen what a brick can do to a washing machine?
16,i1t2,Washing Machine + Condoms,Enough clogging up things for a day.
16,t1v5,Washing Machine + Bottle,"No, genius, that was not a clue."
16,i5c2,Dark Corner + Dental Floss,I wouldn't know what I'm doing. It's too dark.
16,b3j6,Helium Bottles + Brick,Don't wanna break them.
16,b3j8,Helium Bottles + Magnet,"Yup, they're magnetic."
16,b3x8,Helium Bottles + Condoms,[Remove card #11. Cross off A5. Take card #13.]
16,t5p5,Inspect Dark Corner,"It's too dark, I can't see."
16,t5t7,Dark Corner + Matches,[If K2: Read t7h8. If K9: Read t5x3. If F2: Read t5v2. Otherwise: matches are still inside prison.]
16,t5v2,Dark Corner + Matches,I've thrown them out of a window and never retrieved them.
16,d0p5,Inspect Bottles,"The bottles say ""Helium""."
16,d0t7,Helium Bottles + Matches,let's make a giant fire here! [This book will self-destruct in 30 seconds.]
16,x2p5,Inspect Poster,Why doesn't this surprise me?
16,g9h7,Poster + Blueprints,This isn't the Shawshank Redemption! There's no hole here!
16,g9j8,Poster + Magnet,You feel drawn to the poster.
16,z9z3,,"Hey, what are you doing? Nobody told you to read this code! [Take card #39.]"
16,i5x3,Dark Corner + Matches,The matches are too wet.
16,t7h8,Dark Corner + Matches,"Alright, let's see what's hiding here. [Remove card #26. Put card #37. Cross off J6.]"
17,b0b3,,"Hey, what are you doing? Nobody told you to read this code! [Take card #39.]"
17,e9g4,Inspect Dog,He looks friendly. But I wouldn't bet my life on it.
17,f2h8,Dog + Magnet,I don't think he's attracted to my magnet.
17,f2i0,Inspect Dog,That dog is huge! No way I'm getting past him.
17,f2j8,Dog + Brick,"I'm a crook, not an animal abuser."
17,f2k7,Dog + Lead Pipe,I'm not gonna fight that beast.
17,f2m7,Dog + Clothes,I don't think he's interested in my fashion sense.
17,f2s0,Dog + Dental Floss,I'm not gonna floss his teeth.
17,h0b0,Door,[If J3: Read h0b2. Otherwise:] Locked.
17,h0b2,Enter Vicarage,[Go to location 18.]
17,i8p5,Inspect Statues,They look like they've seen better days.
17,j1i0,Inspect Dog House,Looks like a very comfortable dog house. For a bear.
17,j1m4,Dog House + Matches,I'm not gonna set his house on fire.
17,k1i0,Inspect Grave,Here lies... something something.
17,m2b3,Vicarage,Looks cozy. If you ignore the giant dog and the graveyard.
17,z9z3,,"Hey, what are you doing? Nobody told you to read this code! [Take card #39.]"
18,d1h3,Switch + Dental Floss,[You flip the switch and tie it down. Remove overlay card #35. Cross off C2.]
18,d1p5,Inspect Switch,"The switch flips back automatically. Geez, what now?"
18,d4b7,Beauty Products,"""Eau de Toilette"", ""Fleur du Male"". [Cross off A8. Take card #02.]"
18,g0r9,Mirror + Brick,The lady's not gonna let me leave if I smash her mirror!
18,g2h8,Fuse Box + Magnet,I don't need the magnet to open the fuse box.
18,g2r9,Fuse Box + Brick,"I'm supposed to repair it, not break it."
18,j2j6,Switch + Brick,The brick is not gonna keep that switch from flipping back.
18,j2j8,Switch + Magnet,Because science!?
18,b8z9,Rubber Duck + Coat Hanger,too slippery-and still wet.
18,j2z9,Switch + Coat Hanger,I'm afraid I'd get electrocuted if I tried that.
18,x5i0,Inspect Fuse Box,Isn't this a safety hazard? [Cross off J7. Put card #35.]
18,b9z6,Door,[If C2: Read c0b9. If C3: Read c0b1. Otherwise: transmitter first.]
18,x5k1,Clothes,I'm taking them. [Cross off A6. Take card #04.]
18,c0b1,Door,[Go to scene F.]
18,c0b9,Door,[If A6: Read c0c3. Otherwise: better look around.]
18,z1i0,Inspect Mirror,hidden compartment. [Cross off C3. Take card #03.]
18,c0c3,Door,[Cross off K6. Go to scene F.]
18,d1b4,Switch + Cell Phone,"I'll have to fix this somehow, even if it's just temporary."
18,z4p5,Inspect Rubber Duck,"robber duck. Thank you, thank you."
18,d1c2,Switch + Dental Floss,[If C3: Read d1h3. Otherwise: found that transmitter first.]
18,z9z3,,"Hey, what are you doing? Nobody told you to read this code! [Take card #39.]"
19,b0b3,,"Hey, what are you doing? Nobody told you to read this code! [Take card #39.]"
19,e0c1,Sign,"According to this sign, it's 194 steps to the top."
19,m6j8,Holy Water + Magnet,Random fact: Banging your head against a wall burns 150 calories.
19,m6v5,Holy Water + Bottle,[Cross off D9.]
19,m6b6,Holy Water + Clothes,[If D5: Read m6d2. If H4: Read m6c4. If H3: Read m6b8. Otherwise: already clean.]
19,m6b8,Holy Water + Clothes,I'll dye the shirt. [Cross off D4.] It's now a light yellow.
19,m6c4,Holy Water + Clothes,holy water green. Put in these pants? [Cross off D5.]
19,m6c6,,[Remove card #04. Take card #22.]
19,m6d2,Holy Water + Clothes,clothes have the right color now.
19,m6d4,Holy Water + Coin,I wish for you to stop doing stupid things.
19,m6m9,Inspect Holy Water,The holy water is dyed green.
19,m6p5,Inspect Holy Water,[If H4: Read m6m9. If H3: Read m6r1. Otherwise: Freshly refilled.]
19,m6r1,Inspect Holy Water,The holy water is dyed yellow.
19,m6r3,Holy Water + Cocktail,[If D4: Read m6v2. If H3: Read m6t0. Otherwise: don't want to dye water blue.]
19,m6t0,Holy Water + Cocktail,Why would I do that?
19,m6v2,Holy Water + Cocktail,flower has an intense color. [Cross off H4.] blue is mixing with the yellow.
19,v9z9,,Thou shalt not do silly things for the sole purpose of testing the boundaries of a board game. [Take card #29.]
19,x4z2,Candle Vendor,One can buy candles here. [Cross off F5. Take card #06.]
19,x5b3,Candle Vendor,"Sure, let's take another coin. [Take card #06.]"
19,x5p9,Candle Vendor,I should really find a good use for these. [Take card #06.]
19,z9z3,,"Hey, what are you doing? Nobody told you to read this code! [Take card #39.]"
20,b0b3,,"Hey, what are you doing? Nobody told you to read this code! [Take card #39.]"
20,i0t8,View + Floating Cell,winds up here are too strong.
20,k1v6,Magnet,"Don't know for what exactly, but you never know. [Cross off C6. Take card #15.]"
20,k6e5,View + Transmitter,what if someone finds it?
20,k6h7,View + Blueprints,window to the outside that isn't under constant surveillance.
20,k6h9,View + Balloon,equal parts fun and bad idea.
20,k6j6,View + Brick,[If A9: Read k6k5. Otherwise: throwing bricks from church towers?]
20,k6k5,View + Brick,[tie dental floss to handrail. Throw brick onto prison roof below. Cross off K5. Remove card #05. Put card #34.]
20,z2h8,Handrail + Magnet,handrail does not appear to be magnetic.
20,z2r9,Handrail + Brick,[If A9: Read z3h4. Otherwise: stupid thing fell down on my foot.]
20,z3h4,Handrail + Brick,tie one end of the dental floss to the handrail...
20,z5m9,,"let the uniform go... it zips toward the prison. [Return card #22. Go to loc 04, read r0k9.]"
20,z7v1,Zip Line + Fake Uniform,transmitter into a pocket. missed a call. [Return card #03. Cross off B9. Go to scene H.]
20,z9b3,Zip Line + Fake Uniform,[If E6: Read z7v1. Otherwise: what if it falls?]
20,z9b6,Zip Line + Clothes,I could dry them here.
20,z9p5,Inspect Zip Line,It's practically invisible.
20,z9b4,Zip Line + Cell Phone,Too risky.
20,z9z3,,"Hey, what are you doing? Nobody told you to read this code! [Take card #39.]"
20,b4i0,Inspect Handrail,ultimate skateboarding challenge.
20,b4t0,Handrail + Dental Floss,throwing it would be difficult...
20,d8j4,Inspect Brick,brick is loose. [Cross off A7. Take card #05.]
20,i0b3,View + Fake Uniform,gust of wind would ruin that plan.
20,i0b4,View + Cell Phone,Would make for a nice photo.
20,i0c2,View + Dental Floss,"Ever try throwing dental floss, spidey?"
20,i0d4,View + Coin,"Oops, must've hit a guard dog. [Return card #06. If E8: Read i0e8. If E3: Read i0d9. Otherwise: Cross off E3.]"
20,i0d9,View + Coin,"Too bad, the dog won't return my coin. [Cross off E8.]"
20,i0e8,View + Coin,[Go to location 19 and read v9z9 there.]
20,i0p5,Inspect View,Nice view.
0,h5t0,Coat Hanger + Dental Floss,"While you're off building crib mobiles, I'll be over here trying to gather a crew, alright?"
0,h7b3,Cell Phone + Fake Uniform,"I could put it in there, but it might fall out. And I don't want to miss a call."
0,h7p5,Use Cell Phone,Who you gonna call?
0,i2b4,Coin + Cell Phone,"I could get to the battery like this, but I don't need it."
0,i2p5,Use Coin,"Heads or tails? [You flip the coin.] Heads, I knew it! [What did you expect to happen?]"
0,i2z2,Coin + Magnetic Card,"Dude, this is a key card, not a scratch-off lottery ticket."
0,i3b1,Dental Floss + Toy Badge,The badge comes with a clip—no need to sew it onto something.
0,i3c4,Coin,This one's from 1922.
0,i3e5,Dental Floss + Transmitter,"Ladies and Gentlemen, may I present: the world's worst yo-yo."
0,i3g4,Dental Floss + Box of Cereal,"Yeah, I bet the maggots inside would eat it all right."
0,i3h7,Dental Floss + Blueprints,The dental floss holds the blueprints nicely in place.
0,i3h9,Dental Floss + Balloon,"Yeah, that works well, but what do I put on the other end of the dental floss?"
0,i3i1,Dental Floss + Lead Pipe,"Nah, I'm not in the mood for science experiments right now. Plus, I wouldn't know what I'm doing anyway."
0,i3j6,Dental Floss + Brick,Hmmm ... If I tie this around that and make a knot ... OK. Now it's a brick with some dental floss around it. MacGyver would be proud. [Cross off A9.]
0,i3j8,Dental Floss + Magnet,"Nah, the magnet's too heavy; it'd tear right away."
0,i3k0,Dental Floss + Bottle,I don't need to swing that bottle.
0,i3x9,Dental Floss + Tea Bags,The tea bags already come with strings attached.
0,i5b3,Dental Floss + Fake Uniform,"Let's see ... Nope, no holes that need fixing."
0,i5b4,Dental Floss + Cell Phone,"I could use the dental floss to tie my cell phone to ... yeah, to what?"
0,i5b6,Dental Floss + Clothes,"[If J5: Read i5c9. Otherwise:] Let's see ... Nope, no holes that need fixing."
0,i5c9,Dental Floss + Clothes,"[You look for something in your backpack.] Ah, there it is! [You find a piece of wire which you tie to the dental floss.] Now I can fix that hole I made."
0,i5d4,Dental Floss + Coin,"Oh yeah, great! This means I could use the coin on a vending machine and then get the coin back ... except this doesn't work in the real world."
0,i5r3,Dental Floss + Cocktail,Look! Now I've got blue dental floss. Gross.
0,i5t7,Dental Floss + Matches,"Fire in the hole! ... Oh, I forgot, there's no explosives in this game."
0,i5t8,Dental Floss + Floating Cell,"Nah, I think that'll hold just fine."
0,i5x7,Coin,This one's from 1904.
0,i5z2,Dental Floss + Magnetic Card,Won't work—there's no hole in the card.
0,i6e3,Magnet + Toy Badge,The badge is made of plastic.
0,i6x4,Magnet + Lead Pipe,"I wish I had a smaller magnet, then I could watch it take ages to fall through."
0,i7e8,Transmitter + Floating Cell,Er ... no.
0,i7g2,Transmitter + Cell Phone,The transmitter doesn't connect with my phone.
0,i7g6,Transmitter + Coin,I don't wanna open it; what if I break it?
0,i7g8,Transmitter + Fake Uniform,"[If A3: Read i7h7. Otherwise:] Hm, yeah, I guess if I manage to smuggle in the uniform somehow I could get the transmitter in this way as well. We'll cross that bridge when we come to it."
0,i7h7,Transmitter + Fake Uniform,I'm not gonna put the transmitter back in; I got it right where I want it.
0,i7i0,Use Transmitter,Don't ask me; I have no clue how to operate one of these things.
0,i7m7,Transmitter + Clothes,Hold that thought ...
0,j0x4,Blueprints + Lead Pipe,The blueprints don't show the plumbing.
0,j1p5,Use Fake Uniform,"[If D7: Read j1r0. Otherwise:] I could put this on, but not here."
0,j1r0,Inspect Fake Uniform,"Yup, the transmitter is still in here. Let's take it. [Cross off A3. Take card #03.] Now, let's find a good place to put the uniform on."
0,j1t7,Fake Uniform + Matches,"Ah come on, it's not that bad."
0,j4c1,Tea Bags + Box of Cereal,"What, we having breakfast now?"
0,j5g8,Balloon + Fake Uniform,The uniform is too heavy.
0,j5j0,Balloon + Matches,"[If F1: Read j6v8. Otherwise:] I could, but they're still wet."
0,j6v8,Balloon + Matches,[You light a match...] Whoops. I think I could've used that. [Congratulations! You just lost the game...]
0,j7t8,Bottle,Filled up to the brim with holy water.
0,j8v8,Screwdriver + Snow Globe,I like this snow globe. I don't wanna break it.
0,k0x6,Fake Uniform,Now it's on a hanger.
0,k3c7,Brick + Blueprints,I can use this brick to keep the blueprints flat. Fascinating.
0,k3t6,Brick + Balloon,"Almost poetic, isn't it?"
0,k3v5,Brick + Bottle,[If A9: Read k4b8. If D9: Read k3z2. Otherwise:] Why smash a perfectly fine bottle?
0,k3z2,Brick + Bottle,It's a brick; it's not getting any cleaner. It's practically made of dirt.
0,k4b8,Brick + Bottle,Why would I tie a bottle to a brick?
0,k4j8,Coin + Magnet,This confirms my suspicion: coins are indeed magnetic. Wow! [Take card #59.]
0,k5b1,Clothes + Toy Badge,[If J9: Read k5b8. Otherwise:] Attaching the badge onto these clothes won't fool anyone...
0,k5b8,Clothes + Toy Badge,"It's not perfect, but it's better than nothing. [Remove card #25. Cross off D6. If D5: Read k5c4.]"
0,k5c4,Clothes,I think that's as good as it's gonna get. [Cross off K7. Remove card #04. Take card #22.]
0,k5h7,Clothes + Blueprints,Hmmm ... I'll need a uniform to roam freely in the prison.
0,k5j6,Clothes + Brick,Brilliant! Now there's a hole in the pants ... [Cross off J5.]
0,k5k0,Clothes + Bottle,"[If D9: Read k5t5. Otherwise:] Nah, I don't need the bottle in there."
0,k5t5,Clothes + Bottle,"[If D4 or D5: Read k5v3. Otherwise:] Yeah, alright, let's clean 'em a bit ..."
0,k5v3,Clothes + Bottle,Why would I wash out the color? After all the trouble I went through to dye these?!
0,k5x9,Clothes + Tea Bags,"The tea has the right color, but ... what am I supposed to do, rub it in?"
0,k9b3,Magnetic Card + Fake Uniform,I don't think I'll need this card in the prison.
0,m1i0,Inspect Tea Bags,"The text on the label is faded out beyond recognition, but it smells like lemon."
0,m1v2,Tea Bags + Cocktail,"Yeah, the drink would probably change color, but it wouldn't be enough liquid..."
0,m8c7,Coat Hanger + Blueprints,"If the plans ever get wet, that's how I'll dry 'em."
0,m8h8,Coat Hanger + Magnet,"Get this: This metal coat hanger... is, indeed, magnetic! Mind. Blown."
0,m8m6,Coat Hanger + Transmitter,I guess I could build an antenna out of this coat hanger.
0,m8p4,Coat Hanger + Tea Bags,They're already dry.
0,m8r9,Coat Hanger + Brick,[If A9: Read m8t1. Otherwise:] I guess I could smash the coat hanger...
0,m8t1,Coat Hanger + Brick,I could practice my hammer throwing skills with this contraption.
0,m8t2,Coat Hanger + Condoms,Pretty sure that's not how you use a condom.
0,m8t6,Coat Hanger + Balloon,"A floating hanger, huh? Could sell it to IKEA..."
0,p7d3,Pipe + Screwdriver,"Oh yeah, let's scratch something into it. ""I ... like ... wasting time."""
0,p9t1,Pipe + Broom,Now I have a cleaner pipe than I did before.
0,r0i0,Inspect Box of Cereal,"The box says ""toy inside"". I wonder if it's still in there."
0,r0v2,Box of Cereal + Cocktail,"Ooh, a gentleman's breakfast, eh?"
0,r6b3,Floating Cell + Fake Uniform,The uniform's too heavy.
0,r6e1,Floating Cell + Pipe,It's like a piñata... you get a broken cell phone.
0,r6t7,Floating Cell + Matches,"[If D2: Read r8h6. Otherwise:] I could make it go up in flames, but I'd prefer not to."
0,r8h6,Floating Cell + Matches,Have you learned nothing?!
0,r9p5,Inspect Cocktail,The drink seems to be dyed blue from an exotic flower. Hmmm ...
0,t0y1,Box of Cereal,"Hold on... cornflakes, maggots... there it is! [Remove card #23. Cross off G5. Take card #25.]"
0,t4i0,Inspect Snow Globe,Do prisoners love unicorns? I think I heard something like that.
0,t4t5,Snow Globe + Broom,I think the broom has served its purpose.
0,t7b3,Rusty Key + Fake Uniform,I don't think this key will do me any good in the prison.
0,t7p5,Inspect Rusty Key,It's the key for the Blue Mamba bathroom.
0,t9d9,Matches,Dry as a bone.
0,t9j8,Rusty Key + Magnet,"That's right, buddy... keys are magnetic. We're done with this one."
0,v1c1,Transmitter + Box of Cereal,"Hiding the transmitter in the box won't help. Plus, the maggots might destroy it."
0,v1c7,Transmitter + Blueprints,These blueprints don't show where the computers are in the prison.
0,v1h8,Transmitter + Magnet,"Honestly, I have no idea what you're up to, MacGyver."
0,v1j9,Transmitter + Screwdriver,I'd rather leave this thing as-is lest I break it.
0,v1t2,Transmitter + Condoms,I don't wanna put it in there; it'd only get drenched in lubricant.
0,v1t6,Transmitter + Balloon,It's too heavy.
0,v4p4,Balloon + Tea Bags,Who doesn't like light tea?
0,v7g2,Condoms + Cell Phone,I don't wanna put it in there; it'd only get drenched in lubricant.
0,v7g8,Condoms + Fake Uniform,Too big to fit in there.
0,v7i0,Use Condoms,"Right here?! Get yourself together, man!"
0,v7j0,Condoms + Matches,"If this were Codenames, I'd say ""hot, 2""."
0,9g2,Blueprints + Cell Phone,"It'd be much more efficient to take a photo... but I'm old school, OK?"
0,v9g8,Blueprints + Fake Uniform,I think I memorized them by now.
0,v9h3,Blueprints + Rusty Key,"These plans are precise, but they're not THAT precise."
0,v9i0,Inspect Blueprints,"According to these, there's a ventilation shaft... [Cross off H5.]"
0,v9j0,Blueprints + Matches,[If F1: Read v9p3. Otherwise:] The matches are too wet...
0,v9p3,Blueprints + Matches,[The blueprints go up in flames. Remove card #09. Cross off H5.]
0,x0g4,Fake Uniform,It's inside! Finally. Now I need to find a good place to change.
0,x5x2,Transmitter,"Now that it's inside the prison, what was I gonna do with this again?"
0,z5m0,Floating Cell,"Finally, it's inside! Now what?"
0,z6e8,Brick,I tied some dental floss to it.
0,z8d3,Floating Cell + Screwdriver,"I guess I could pop the balloon, but what good would that do me?"
0,z8j8,Floating Cell + Magnet,If I attach the magnet to the phone it won't float anymore.
0,z9z3,Warning Code,"Hey, what are you doing? Nobody told you to read this code! [Take card #39.]"
0,b0b3,Warning Code,"Hey, what are you doing? Nobody told you to read this code! [Take card #39.]"
0,b1g8,Magnet + Fake Uniform,"Nope, too big."
0,b1i0,Use Magnet,I can't turn it on. It's never off.
0,c1g8,Bottle + Fake Uniform,"[If D9: Read c1m4. Otherwise:] Nah, I don't need that bottle in the uniform."
0,c1m4,Bottle + Fake Uniform,"Yeah, alright, let's clean it a bit ... There, nice and fresh."
0,c1v2,Bottle + Cocktail,[If D9: Read c2e1. Otherwise:] I'd rather fill the bottle with something ... clean.
0,c2e1,Bottle + Cocktail,This cocktail's gross no matter how much you dilute it.
0,d3k9,Clothes,The shirt is a washed-out ochre now... No one's gonna fall for this.
0,d5i3,Clothes,The pants are dark green now. We're getting there!
0,d5v5,Clothes,I've attached the badge to the shirt. I think I can pull it off.
0,d6c1,Bottle + Box of Cereal,We're making breakfast now?
0,d6p4,Bottle + Tea Bags,"The tea is way past its expiration date, so no thanks."
0,d6t2,Bottle + Condoms,"[If D9: Read d6v0. Otherwise:] Dude, I know how to put on a condom all right."
0,d6v0,Bottle + Condoms,I guess I could make a water balloon...
0,d6x4,Bottle + Lead Pipe,Too big to use it as a straw...
0,d8e8,Brick + Floating Cell,"Sure, after all this trouble, let's weigh it down again."
0,d8g2,Brick + Cell Phone,[If A9: Read d8g4. Otherwise:] That's what phones used to look like...
0,d8g4,Brick + Cell Phone,I'm pretty sure it'll break my cell eventually.
0,d8g8,Brick + Fake Uniform,"That's a really good idea ... wait, no, now the uniform's all dirty."
0,d8h3,Brick + Rusty Key,[If A9: Read d8h9. Otherwise:] This key's in pretty bad shape already.
0,d8h9,Brick + Rusty Key,Worst. Keychain. Ever!
0,d8i0,Use Brick,I think I'll just hold on to this until I know what to do with it.
0,e1p5,Use Clothes,Nothing in the pockets. And I don't see a reason why I should put them on.
0,e1r3,Clothes + Cocktail,That would only dye 'em blue.
0,e5b3,Broom + Fake Uniform,I guess I could build a scarecrow...
0,e5t7,Broom + Matches,"I mean, I could use it as a torch..."
0,e6b2,Postcard,[You can use the postcard to travel to any location...]
0,g6p5,Inspect Key,"The label says ""Storage Room""."
0,h3j8,Magnetic Card + Magnet,"Man, great idea, let's make this card completely useless... [Take card #58.]"
0,h4h9,Cell Phone + Balloon,"[If A8: Read h4i0. Otherwise:] No matter what I do, the cell phone's always gonna fall off."
0,h4i0,Cell Phone + Balloon,[Remove cards #12 and #13. Cross off F8. Take card #08.]
0,h4j8,Cell Phone + Magnet,It can wipe my memory... I'd really hate to forget my main objective.
0,h4x9,Cell Phone + Tea Bags,Mike probably has better things to do than laugh at my jokes.
0,h5e8,Coat Hanger + Floating Cell,"Nope, too heavy."
0,h5g8,Coat Hanger + Fake Uniform,I didn't think this would be possible but it totally works! [Cross off E6. Remove card #01.]
0,h5m7,Coat Hanger + Clothes,"Mmh, yeah, seems to make sense, but... why?"
